,customerid,birthdate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,bank_branch_clients,employment_status_clients,level_of_education_clients,systemloanid_x,loannumber_x,approveddate_x,creationdate_x,loanamount_x,totaldue_x,termdays_x,referredby_x,good_bad_flag,systemloanid_y,loannumber_y,approveddate_y,creationdate_y,loanamount_y,totaldue_y,termdays_y,closeddate,referredby_y,firstduedate,firstrepaiddate
1852,8a858fe25b8c4e5c015b8c81bb7f1888,1982-07-31 00:00:00.000000,Savings,4.595657,8.4950323,First Bank,,Permanent,,301978832,4,10:49.0,10:44.0,10000,13000.0,30,,Bad,301936924,3,34:37.0,34:24.0,10000,13000.0,30,59:30.0,,00:00.0,49:22.0
1853,8a858fe25b8c4e5c015b8c81bb7f1888,1982-07-31 00:00:00.000000,Savings,4.595657,8.4950323,First Bank,,Permanent,,301978832,4,10:49.0,10:44.0,10000,13000.0,30,,Bad,301906455,2,53:23.0,53:16.0,10000,13000.0,30,25:48.0,,00:00.0,15:39.0
1854,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301770522,7,58:20.0,41:32.0,30000,34400.0,30,29:15.0,,00:00.0,14:06.0
1855,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301710760,2,08:00.0,07:53.0,10000,11500.0,15,58:48.0,,00:00.0,00:00.0
1856,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301802502,9,17:16.0,17:09.0,40000,44800.0,30,58:29.0,,00:00.0,43:18.0
1857,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301824374,10,46:07.0,45:55.0,40000,44800.0,30,52:57.0,,00:00.0,37:47.0
1858,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301907173,13,00:06.0,59:58.0,40000,44000.0,30,35:02.0,,00:00.0,24:53.0
1859,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301764690,6,31:11.0,30:55.0,30000,34400.0,30,20:30.0,,00:00.0,05:20.0
1860,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301747133,4,03:35.0,03:26.0,20000,22250.0,15,24:49.0,,00:00.0,09:38.0
1861,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301696161,1,08:19.0,08:07.0,10000,11500.0,15,01:26.0,,00:00.0,00:00.0
1862,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301738240,3,21:18.0,21:07.0,20000,22250.0,15,07:29.0,,00:00.0,52:19.0
1863,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301871425,12,51:29.0,51:22.0,40000,44800.0,30,51:32.0,,00:00.0,36:23.0
1864,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301842090,11,16:20.0,16:07.0,40000,44800.0,30,39:23.0,,00:00.0,24:12.0
1865,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301784208,8,31:02.0,30:50.0,30000,34400.0,30,15:30.0,,00:00.0,00:19.0
1866,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301753643,5,08:02.0,07:51.0,30000,34500.0,30,54:23.0,,00:00.0,39:14.0
1867,8a858f0656b7820c0156c3e3a61c1d33,1981-04-18 00:00:00.000000,Other,3.4569748999999996,6.4445182999999995,Access Bank,,Permanent,Graduate,301971016,15,14:43.0,14:29.0,50000,52500.0,30,,Good,301937373,14,26:46.0,26:39.0,40000,44000.0,30,05:54.0,,00:00.0,55:45.0
1868,8a858f655baa9ae1015baf6547472776,1992-04-10 00:00:00.000000,Savings,3.4586514999999998,6.443215599999999,FCMB,,Permanent,,301966558,3,36:12.0,36:07.0,10000,13000.0,30,,Good,301888340,1,32:53.0,32:45.0,10000,13000.0,30,07:50.0,,00:00.0,57:41.0
1869,8a858f655baa9ae1015baf6547472776,1992-04-10 00:00:00.000000,Savings,3.4586514999999998,6.443215599999999,FCMB,,Permanent,,301966558,3,36:12.0,36:07.0,10000,13000.0,30,,Good,301924943,2,13:19.0,13:13.0,10000,13000.0,30,09:27.0,,00:00.0,59:18.0
1870,8a858e035693e02901569ce8a75e0880,1975-07-31 00:00:00.000000,Savings,3.3837745999999997,6.5821274999999995,GT Bank,,Self-Employed,,301978010,12,44:38.0,43:23.0,40000,44000.0,30,,Good,301756051,5,42:59.0,42:48.0,30000,34500.0,30,58:43.0,,00:00.0,43:34.0
1871,8a858e035693e02901569ce8a75e0880,1975-07-31 00:00:00.000000,Savings,3.3837745999999997,6.5821274999999995,GT Bank,,Self-Employed,,301978010,12,44:38.0,43:23.0,40000,44000.0,30,,Good,301771152,6,03:39.0,03:17.0,30000,36800.0,60,44:46.0,,00:00.0,52:14.0
1872,8a858e035693e02901569ce8a75e0880,1975-07-31 00:00:00.000000,Savings,3.3837745999999997,6.5821274999999995,GT Bank,,Self-Employed,,301978010,12,44:38.0,43:23.0,40000,44000.0,30,,Good,301908495,10,23:42.0,23:36.0,40000,48000.0,60,47:43.0,,00:00.0,37:34.0
1873,8a858e035693e02901569ce8a75e0880,1975-07-31 00:00:00.000000,Savings,3.3837745999999997,6.5821274999999995,GT Bank,,Self-Employed,,301978010,12,44:38.0,43:23.0,40000,44000.0,30,,Good,301714665,3,59:22.0,59:14.0,20000,24500.0,30,45:41.0,,00:00.0,30:30.0
1874,8a858e035693e02901569ce8a75e0880,1975-07-31 00:00:00.000000,Savings,3.3837745999999997,6.5821274999999995,GT Bank,,Self-Employed,,301978010,12,44:38.0,43:23.0,40000,44000.0,30,,Good,301843123,9,54:32.0,54:19.0,40000,47600.0,60,36:48.0,,00:00.0,08:50.0
1875,8a858e035693e02901569ce8a75e0880,1975-07-31 00:00:00.000000,Savings,3.3837745999999997,6.5821274999999995,GT Bank,,Self-Employed,,301978010,12,44:38.0,43:23.0,40000,44000.0,30,,Good,301938202,11,01:26.0,01:19.0,40000,44000.0,30,20:09.0,,00:00.0,10:00.0
1876,8a858e035693e02901569ce8a75e0880,1975-07-31 00:00:00.000000,Savings,3.3837745999999997,6.5821274999999995,GT Bank,,Self-Employed,,301978010,12,44:38.0,43:23.0,40000,44000.0,30,,Good,301703182,2,19:39.0,19:32.0,10000,11500.0,15,43:18.0,,00:00.0,28:13.0
1877,8a858e035693e02901569ce8a75e0880,1975-07-31 00:00:00.000000,Savings,3.3837745999999997,6.5821274999999995,GT Bank,,Self-Employed,,301978010,12,44:38.0,43:23.0,40000,44000.0,30,,Good,301791897,7,57:58.0,26:58.0,30000,36800.0,60,50:44.0,,00:00.0,55:05.0
1878,8a858e035693e02901569ce8a75e0880,1975-07-31 00:00:00.000000,Savings,3.3837745999999997,6.5821274999999995,GT Bank,,Self-Employed,,301978010,12,44:38.0,43:23.0,40000,44000.0,30,,Good,301823462,8,53:05.0,52:58.0,30000,36800.0,60,21:48.0,,00:00.0,06:35.0
1879,8a858e035693e02901569ce8a75e0880,1975-07-31 00:00:00.000000,Savings,3.3837745999999997,6.5821274999999995,GT Bank,,Self-Employed,,301978010,12,44:38.0,43:23.0,40000,44000.0,30,,Good,301743591,4,13:41.0,13:32.0,20000,24500.0,30,47:40.0,,00:00.0,32:30.0
1880,8a858e035693e02901569ce8a75e0880,1975-07-31 00:00:00.000000,Savings,3.3837745999999997,6.5821274999999995,GT Bank,,Self-Employed,,301978010,12,44:38.0,43:23.0,40000,44000.0,30,,Good,301685615,1,58:59.0,58:49.0,10000,11500.0,15,36:01.0,,00:00.0,20:57.0
1881,8a858faa56dffac60156ecc553892ca9,1987-03-27 00:00:00.000000,Savings,3.109123,6.497804299999999,GT Bank,,Self-Employed,,301984681,11,37:29.0,36:19.0,40000,44000.0,30,,Bad,301785758,3,14:40.0,14:32.0,20000,21900.0,15,17:34.0,,00:00.0,01:13.0
1882,8a858faa56dffac60156ecc553892ca9,1987-03-27 00:00:00.000000,Savings,3.109123,6.497804299999999,GT Bank,,Self-Employed,,301984681,11,37:29.0,36:19.0,40000,44000.0,30,,Bad,301816491,6,17:47.0,17:40.0,30000,34400.0,30,37:27.0,,00:00.0,22:16.0
1883,8a858faa56dffac60156ecc553892ca9,1987-03-27 00:00:00.000000,Savings,3.109123,6.497804299999999,GT Bank,,Self-Employed,,301984681,11,37:29.0,36:19.0,40000,44000.0,30,,Bad,301794518,4,26:27.0,26:21.0,20000,21900.0,15,14:17.0,,00:00.0,59:07.0
1884,8a858faa56dffac60156ecc553892ca9,1987-03-27 00:00:00.000000,Savings,3.109123,6.497804299999999,GT Bank,,Self-Employed,,301984681,11,37:29.0,36:19.0,40000,44000.0,30,,Bad,301944967,10,15:38.0,15:32.0,40000,44000.0,30,43:19.0,,00:00.0,33:10.0
1885,8a858faa56dffac60156ecc553892ca9,1987-03-27 00:00:00.000000,Savings,3.109123,6.497804299999999,GT Bank,,Self-Employed,,301984681,11,37:29.0,36:19.0,40000,44000.0,30,,Bad,301863378,8,14:50.0,14:36.0,30000,34400.0,30,12:25.0,,00:00.0,57:17.0
1886,8a858faa56dffac60156ecc553892ca9,1987-03-27 00:00:00.000000,Savings,3.109123,6.497804299999999,GT Bank,,Self-Employed,,301984681,11,37:29.0,36:19.0,40000,44000.0,30,,Bad,301776310,2,57:47.0,57:32.0,10000,11500.0,15,20:24.0,,00:00.0,05:15.0
1887,8a858faa56dffac60156ecc553892ca9,1987-03-27 00:00:00.000000,Savings,3.109123,6.497804299999999,GT Bank,,Self-Employed,,301984681,11,37:29.0,36:19.0,40000,44000.0,30,,Bad,301806559,5,57:20.0,57:12.0,20000,21900.0,15,13:41.0,,00:00.0,58:31.0
1888,8a858faa56dffac60156ecc553892ca9,1987-03-27 00:00:00.000000,Savings,3.109123,6.497804299999999,GT Bank,,Self-Employed,,301984681,11,37:29.0,36:19.0,40000,44000.0,30,,Bad,301706306,1,52:01.0,51:52.0,10000,13000.0,30,43:34.0,,00:00.0,28:24.0
1889,8a858faa56dffac60156ecc553892ca9,1987-03-27 00:00:00.000000,Savings,3.109123,6.497804299999999,GT Bank,,Self-Employed,,301984681,11,37:29.0,36:19.0,40000,44000.0,30,,Bad,301912453,9,04:52.0,04:45.0,30000,34500.0,30,43:41.0,,00:00.0,33:28.0
1890,8a858faa56dffac60156ecc553892ca9,1987-03-27 00:00:00.000000,Savings,3.109123,6.497804299999999,GT Bank,,Self-Employed,,301984681,11,37:29.0,36:19.0,40000,44000.0,30,,Bad,301836077,7,41:47.0,41:40.0,30000,34400.0,30,25:54.0,,00:00.0,10:46.0
1891,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301754837,3,53:28.0,53:19.0,15000,18375.0,30,30:21.0,,00:00.0,15:12.0
1892,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301918226,12,11:11.0,11:05.0,40000,48000.0,60,04:23.0,,00:00.0,26:23.0
1893,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301620626,1,46:50.0,46:44.0,4000,5200.0,30,02:47.0,,00:00.0,18:14.0
1894,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301768889,5,28:28.0,28:18.0,30000,36800.0,60,16:11.0,,00:00.0,18:32.0
1895,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301852496,9,16:30.0,16:23.0,40000,47600.0,60,22:45.0,,00:00.0,07:35.0
1896,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301916690,11,50:57.0,49:48.0,30000,36000.0,60,16:15.0,,00:00.0,01:06.0
1897,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301887657,10,31:19.0,31:11.0,40000,47600.0,60,41:18.0,,00:00.0,26:07.0
1898,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301768519,4,31:09.0,30:58.0,15000,18350.0,30,16:14.0,,00:00.0,01:04.0
1899,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301852481,8,49:51.0,49:43.0,10000,11400.0,15,11:52.0,,00:00.0,56:43.0
1900,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301743806,2,32:16.0,32:08.0,10000,11500.0,15,43:33.0,,00:00.0,00:00.0
1901,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301833159,7,41:58.0,41:50.0,30000,36800.0,60,47:43.0,,00:00.0,32:34.0
1902,8a85888c54a05b820154ae660ed5066c,1994-07-11 00:00:00.000000,Other,3.8126708,7.4001997,Skye Bank,,Unemployed,Graduate,301974846,13,07:53.0,07:46.0,50000,57500.0,90,,Good,301832670,6,16:43.0,16:36.0,10000,12800.0,30,40:29.0,,00:00.0,25:17.0
1903,8a858f525ba5119c015ba5a39b6c5444,1984-07-26 00:00:00.000000,Savings,3.3546256000000003,6.5978906,Diamond Bank,,Permanent,,301979039,3,53:25.0,53:16.0,10000,11500.0,15,8a858e9b560bbd6301561ea184a0102d,Good,301943895,2,59:18.0,59:11.0,10000,11500.0,15,44:11.0,8a858e9b560bbd6301561ea184a0102d,00:00.0,34:02.0
1904,8a858f525ba5119c015ba5a39b6c5444,1984-07-26 00:00:00.000000,Savings,3.3546256000000003,6.5978906,Diamond Bank,,Permanent,,301979039,3,53:25.0,53:16.0,10000,11500.0,15,8a858e9b560bbd6301561ea184a0102d,Good,301899433,1,29:29.0,29:17.0,10000,13000.0,30,52:24.0,8a858e9b560bbd6301561ea184a0102d,00:00.0,37:15.0
1905,8a858f255cb1710a015cc4fa170b7538,1984-01-18 00:00:00.000000,Savings,3.2919557999999998,6.466817099999999,Stanbic IBTC,,,,301999652,2,05:58.0,05:53.0,10000,13000.0,30,,Good,301982721,1,19:51.0,18:40.0,10000,13000.0,30,45:54.0,,00:00.0,35:45.0
1906,8a858f555cacacdf015cafb65d3e6608,1993-03-13 00:00:00.000000,Savings,3.2836983,6.652810000000001,UBA,,Permanent,,301985554,2,42:01.0,41:54.0,10000,11500.0,15,,Bad,301940682,1,56:35.0,55:27.0,10000,13000.0,30,44:23.0,,00:00.0,34:13.0
1907,8a858fe55b869107015b86d3071740d2,1979-04-13 00:00:00.000000,Savings,3.3840897000000005,6.5431565,GT Bank,,Permanent,,301972879,5,56:10.0,56:05.0,20000,24500.0,30,8a858ff35acdd593015ad12db5593535,Good,301896046,2,34:46.0,34:40.0,10000,11500.0,15,25:19.0,8a858ff35acdd593015ad12db5593535,00:00.0,10:09.0
1908,8a858fe55b869107015b86d3071740d2,1979-04-13 00:00:00.000000,Savings,3.3840897000000005,6.5431565,GT Bank,,Permanent,,301972879,5,56:10.0,56:05.0,20000,24500.0,30,8a858ff35acdd593015ad12db5593535,Good,301937030,4,00:53.0,00:41.0,20000,24500.0,30,55:23.0,8a858ff35acdd593015ad12db5593535,00:00.0,45:14.0
1909,8a858fe55b869107015b86d3071740d2,1979-04-13 00:00:00.000000,Savings,3.3840897000000005,6.5431565,GT Bank,,Permanent,,301972879,5,56:10.0,56:05.0,20000,24500.0,30,8a858ff35acdd593015ad12db5593535,Good,301882442,1,00:35.0,21:13.0,10000,11500.0,15,58:04.0,8a858ff35acdd593015ad12db5593535,00:00.0,42:55.0
1910,8a858fe55b869107015b86d3071740d2,1979-04-13 00:00:00.000000,Savings,3.3840897000000005,6.5431565,GT Bank,,Permanent,,301972879,5,56:10.0,56:05.0,20000,24500.0,30,8a858ff35acdd593015ad12db5593535,Good,301911524,3,42:44.0,42:37.0,10000,13000.0,30,58:20.0,8a858ff35acdd593015ad12db5593535,00:00.0,48:10.0
1911,8a858f17597cf41201597d304e420226,1988-10-24 00:00:00.000000,Savings,3.4313452000000004,6.4325479,Diamond Bank,,Permanent,,302001095,3,08:05.0,06:55.0,10000,11500.0,15,,Good,301789292,1,41:36.0,41:25.0,10000,11500.0,15,14:56.0,,00:00.0,40:37.0
1912,8a858f17597cf41201597d304e420226,1988-10-24 00:00:00.000000,Savings,3.4313452000000004,6.4325479,Diamond Bank,,Permanent,,302001095,3,08:05.0,06:55.0,10000,11500.0,15,,Good,301830913,2,01:43.0,01:35.0,10000,11500.0,15,42:31.0,,00:00.0,27:21.0
1913,8a858f585bfd6341015c00857bc907b6,1984-07-27 00:00:00.000000,Savings,3.3705654000000003,6.6030812,UBA,,Permanent,,301989394,5,23:22.0,23:16.0,20000,24500.0,30,,Good,301914693,2,51:08.0,51:00.0,10000,11500.0,15,50:27.0,,00:00.0,40:18.0
1914,8a858f585bfd6341015c00857bc907b6,1984-07-27 00:00:00.000000,Savings,3.3705654000000003,6.6030812,UBA,,Permanent,,301989394,5,23:22.0,23:16.0,20000,24500.0,30,,Good,301945929,4,15:06.0,14:59.0,10000,12250.0,30,17:07.0,,00:00.0,06:58.0
1915,8a858f585bfd6341015c00857bc907b6,1984-07-27 00:00:00.000000,Savings,3.3705654000000003,6.6030812,UBA,,Permanent,,301989394,5,23:22.0,23:16.0,20000,24500.0,30,,Good,301930262,3,03:51.0,03:46.0,10000,11500.0,15,26:37.0,,00:00.0,16:27.0
1916,8a858f585bfd6341015c00857bc907b6,1984-07-27 00:00:00.000000,Savings,3.3705654000000003,6.6030812,UBA,,Permanent,,301989394,5,23:22.0,23:16.0,20000,24500.0,30,,Good,301904457,1,48:17.0,48:03.0,10000,11500.0,15,23:18.0,,00:00.0,08:08.0
1917,8a858e125d65ee4d015d699d321f719d,1976-12-06 00:00:00.000000,Savings,7.327184299999999,8.9266109,First Bank,,Permanent,,301996952,2,11:00.0,10:52.0,10000,13000.0,30,8a858eec5d4232a5015d4623cd0a048b,Good,301990581,1,12:01.0,11:49.0,10000,11500.0,15,14:31.0,8a858eec5d4232a5015d4623cd0a048b,00:00.0,04:21.0
1918,8a858e785a53f8a6015a5acbb0c81532,1992-05-16 00:00:00.000000,Savings,3.3579782,6.593555800000001,UBA,,Permanent,,301982356,4,15:06.0,15:00.0,10000,13000.0,30,,Bad,301935773,3,14:32.0,14:25.0,10000,13000.0,30,21:18.0,,00:00.0,11:10.0
1919,8a858e785a53f8a6015a5acbb0c81532,1992-05-16 00:00:00.000000,Savings,3.3579782,6.593555800000001,UBA,,Permanent,,301982356,4,15:06.0,15:00.0,10000,13000.0,30,,Bad,301880976,1,56:30.0,56:12.0,10000,13000.0,30,34:17.0,,00:00.0,19:08.0
1920,8a858e785a53f8a6015a5acbb0c81532,1992-05-16 00:00:00.000000,Savings,3.3579782,6.593555800000001,UBA,,Permanent,,301982356,4,15:06.0,15:00.0,10000,13000.0,30,,Bad,301914320,2,47:09.0,47:02.0,10000,13000.0,30,13:33.0,,00:00.0,03:24.0
1921,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301902823,12,11:47.0,10:43.0,40000,44000.0,30,27:36.0,,00:00.0,17:27.0
1922,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301818696,10,11:36.0,11:25.0,40000,44800.0,30,09:24.0,,00:00.0,54:14.0
1923,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301763233,8,09:42.0,09:31.0,30000,36800.0,60,01:05.0,,00:00.0,35:23.0
1924,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301699452,5,26:23.0,26:16.0,30000,34500.0,30,46:41.0,,00:00.0,31:32.0
1925,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301644123,3,35:55.0,09:38.0,10000,13000.0,30,26:09.0,,00:00.0,11:05.0
1926,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301666631,4,06:10.0,06:04.0,20000,24500.0,30,55:10.0,,00:00.0,40:05.0
1927,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301797046,9,39:42.0,39:35.0,30000,34400.0,30,40:52.0,,00:00.0,25:42.0
1928,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301729376,6,25:33.0,25:24.0,30000,34500.0,30,06:30.0,,00:00.0,51:20.0
1929,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301749102,7,13:49.0,13:31.0,30000,34500.0,30,14:29.0,,00:00.0,59:20.0
1930,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301930311,13,37:28.0,36:21.0,40000,44000.0,30,55:45.0,,00:00.0,45:37.0
1931,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301620049,2,06:21.0,06:15.0,10000,13000.0,30,03:47.0,,00:00.0,53:42.0
1932,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301605709,1,09:19.0,09:13.0,10000,13000.0,30,04:06.0,,00:00.0,33:08.0
1933,8a8589a453bc422d0153c87530bf4e94,1976-04-11 00:00:00.000000,Other,4.5866857,7.5068243,First Bank,,Permanent,,301967836,14,51:16.0,51:10.0,40000,44000.0,30,,Good,301839624,11,04:05.0,03:58.0,40000,47600.0,60,36:53.0,,00:00.0,30:06.0
1934,8a858fa358d4a4d80158ee50ccb46401,1995-07-25 00:00:00.000000,Savings,3.900075,7.401491666666668,EcoBank,,Unemployed,,301977340,8,55:56.0,55:49.0,30000,34500.0,30,,Good,301866998,5,35:45.0,35:39.0,20000,23800.0,30,33:34.0,,00:00.0,46:09.0
1935,8a858fa358d4a4d80158ee50ccb46401,1995-07-25 00:00:00.000000,Savings,3.900075,7.401491666666668,EcoBank,,Unemployed,,301977340,8,55:56.0,55:49.0,30000,34500.0,30,,Good,301938851,7,23:51.0,22:45.0,30000,34500.0,30,33:34.0,,00:00.0,53:50.0
1936,8a858fa358d4a4d80158ee50ccb46401,1995-07-25 00:00:00.000000,Savings,3.900075,7.401491666666668,EcoBank,,Unemployed,,301977340,8,55:56.0,55:49.0,30000,34500.0,30,,Good,301839561,4,55:36.0,54:29.0,20000,23800.0,30,46:49.0,,00:00.0,31:40.0
1937,8a858fa358d4a4d80158ee50ccb46401,1995-07-25 00:00:00.000000,Savings,3.900075,7.401491666666668,EcoBank,,Unemployed,,301977340,8,55:56.0,55:49.0,30000,34500.0,30,,Good,301908359,6,56:15.0,56:09.0,20000,24500.0,30,53:10.0,,00:00.0,18:53.0
1938,8a858fa358d4a4d80158ee50ccb46401,1995-07-25 00:00:00.000000,Savings,3.900075,7.401491666666668,EcoBank,,Unemployed,,301977340,8,55:56.0,55:49.0,30000,34500.0,30,,Good,301816836,3,03:54.0,03:47.0,10000,13000.0,30,11:45.0,,00:00.0,56:30.0
1939,8a858fa358d4a4d80158ee50ccb46401,1995-07-25 00:00:00.000000,Savings,3.900075,7.401491666666668,EcoBank,,Unemployed,,301977340,8,55:56.0,55:49.0,30000,34500.0,30,,Good,301791767,2,00:19.0,00:07.0,10000,13000.0,30,41:42.0,,00:00.0,14:49.0
1940,8a858fa358d4a4d80158ee50ccb46401,1995-07-25 00:00:00.000000,Savings,3.900075,7.401491666666668,EcoBank,,Unemployed,,301977340,8,55:56.0,55:49.0,30000,34500.0,30,,Good,301772231,1,43:49.0,43:19.0,10000,13000.0,30,22:32.0,,00:00.0,07:08.0
